Included,userid,userid_y,category,Pi_alters_ratio,USLR,SLR,dataset
1,melodie-tao,downtownrob-marlbrough,TFN,0.4328511771926144,0.2295081967213115,0.12981574539363486,Weeplace
2,melodie-tao,jennifer-boyd,TFN,0.5030335928946018,0.2561475409836065,0.18676716917922948,Weeplace
3,melodie-tao,eye,TFN,0.5507095083690273,0.2848360655737705,0.2462311557788945,Weeplace
4,melodie-tao,richie-edquid,TFN,0.6107334848695185,0.3360655737704918,0.3433835845896148,Weeplace
5,melodie-tao,sarah-m,TFN,0.6824947415423679,0.3729508196721312,0.432998324958124,Weeplace
6,melodie-tao,derric-podschun,TFN,0.7007627879216121,0.4057377049180328,0.542713567839196,Weeplace
7,melodie-tao,jennifer-newell,TFN,0.7039267942249658,0.4098360655737705,0.5778894472361809,Weeplace
8,melodie-tao,steve-e,TFN,0.7347683778630121,0.4221311475409836,0.6206030150753769,Weeplace
9,melodie-tao,chris-kirkman,TFN,0.7397238873249876,0.42827868852459017,0.6348408710217756,Weeplace
10,melodie-tao,gene-soo,TFN,0.7501176092557424,0.4344262295081967,0.6390284757118928,Weeplace
1,micah-baldwin,matt-galligan,TFN,0.595992454398944,0.2126984126984127,0.25225225225225223,Weeplace
2,micah-baldwin,daniel-newman,TFN,0.7102478456614174,0.2888888888888889,0.4116424116424117,Weeplace
3,micah-baldwin,chris-hutchins,TFN,0.7729319656629509,0.32222222222222224,0.48995148995149,Weeplace
4,micah-baldwin,devin-reams,TFN,0.7934264973496,0.3380952380952381,0.5751905751905751,Weeplace
5,micah-baldwin,alex-white,TFN,0.8570657382331459,0.4063492063492064,0.7782397782397782,Weeplace
6,micah-baldwin,tyler-willis,TFN,0.8748174398076448,0.4126984126984127,0.8364518364518364,Weeplace
7,micah-baldwin,ted-rheingold,TFN,0.8857247843365853,0.4349206349206349,0.8835758835758836,Weeplace
8,micah-baldwin,harper-reed,TFN,0.9008346191006932,0.4412698412698413,0.9168399168399168,Weeplace
9,micah-baldwin,adam-ostrow,TFN,0.9104380773610554,0.4650793650793651,0.9570339570339571,Weeplace
10,micah-baldwin,amber-rae-lambke,TFN,0.919588459899954,0.4793650793650794,1.0103950103950103,Weeplace
1,micah-saul,anthony-dines,TFN,0.3536881000522306,0.11377245508982035,0.06862745098039216,Weeplace
2,micah-saul,ryan-king,TFN,0.6989572949258077,0.344311377245509,0.3311546840958606,Weeplace
3,micah-saul,nate-bolt,TFN,0.7474537508671659,0.4431137724550898,0.4651416122004357,Weeplace
4,micah-saul,dean-faustman,TFN,0.7676928060418269,0.5329341317365269,0.6568627450980392,Weeplace
5,micah-saul,dan-dofter,TFN,0.8323468816598396,0.5838323353293413,0.906318082788671,Weeplace
6,micah-saul,jesper-andersen,TFN,0.8434717992834564,0.5868263473053892,0.9793028322440088,Weeplace
7,micah-saul,andrei-zmievski,TFN,0.8616828199445901,0.6107784431137725,1.1427015250544663,Weeplace
8,micah-saul,manlio-lo-conte,TFN,0.8771275080688817,0.6227544910179641,1.2396514161220045,Weeplace
9,micah-saul,gerard-ramos,TFN,0.8903745860727541,0.6227544910179641,1.3540305010893243,Weeplace
10,micah-saul,michael-burkett,TFN,0.9024184348813944,0.6287425149700598,1.3997821350762527,Weeplace
1,michael-karnjanaprakorn,stan-chin,TFN,0.3914420651660127,0.20408163265306126,0.2160546541417592,Weeplace
2,michael-karnjanaprakorn,william-peng,TFN,0.6250228071865915,0.2704081632653061,0.3296327924850555,Weeplace
3,michael-karnjanaprakorn,joe-ippolito,TFN,0.7775748106993643,0.3299319727891156,0.42613151152860795,Weeplace
4,michael-karnjanaprakorn,malcolm-ong,TFN,0.8715637229170088,0.4013605442176871,0.5405636208368916,Weeplace
5,michael-karnjanaprakorn,indira-vaidy,TFN,0.9587705575180276,0.4727891156462585,0.730999146029035,Weeplace
6,michael-karnjanaprakorn,jon-steinberg,TFN,0.9975534071392408,0.5085034013605442,0.8445772843723314,Weeplace
7,michael-karnjanaprakorn,saadiq-rodgers-king,TFN,1.0381398051479835,0.5289115646258503,0.9641332194705379,Weeplace
8,michael-karnjanaprakorn,justin-shaffer,TFN,1.0547283565262564,0.5340136054421769,1.0315969257045259,Weeplace
9,michael-karnjanaprakorn,jack-cheng,TFN,1.101974231206507,0.5476190476190477,1.0939368061485908,Weeplace
10,michael-karnjanaprakorn,david-fraga,TFN,1.1283437237848415,0.5612244897959183,1.1562766865926561,Weeplace
1,michael-owens,keith-robinson,TFN,0.2397363936021541,0.2866043613707165,0.2808988764044944,Weeplace
2,michael-owens,sarah-harrison,TFN,0.42522332731878104,0.308411214953271,0.4531835205992509,Weeplace
3,michael-owens,gerard-ramos,TFN,0.6267901553292405,0.35202492211838005,0.6235955056179775,Weeplace
4,michael-owens,michael-sharon,TFN,0.6916327871508073,0.3707165109034268,0.6928838951310862,Weeplace
5,michael-owens,derrik-sakima,TFN,0.7655446357072632,0.3987538940809969,0.799625468164794,Weeplace
6,michael-owens,seth-blank,TFN,0.8155553036360129,0.4205607476635514,0.9438202247191012,Weeplace
7,michael-owens,manlio-lo-conte,TFN,0.8633230018403435,0.42679127725856697,1.0374531835205991,Weeplace
8,michael-owens,ryan-king,TFN,0.8808329369577041,0.4392523364485981,1.2209737827715357,Weeplace
9,michael-owens,andrew-mager,TFN,0.918194316530298,0.4828660436137072,1.4325842696629214,Weeplace
10,michael-owens,eric-florenzano,TFN,0.9408980802813209,0.485981308411215,1.5131086142322097,Weeplace
1,mike-odea,ed-roche-kelly,TFN,0.5057093906466773,0.04166666666666666,0.02013865962363816,Weeplace
2,mike-odea,donny-tsang,TFN,0.5335820624042448,0.12009803921568628,0.06074612083195774,Weeplace
3,mike-odea,lisa-spitalewitz,TFN,0.7055894626990717,0.13848039215686275,0.08649719379333114,Weeplace
4,mike-odea,phaedra-riley,TFN,0.7641868962865861,0.18259803921568624,0.15648728953449986,Weeplace
5,mike-odea,jeremy-pickett,TFN,0.7717912628639344,0.18995098039215685,0.173984813469792,Weeplace
6,mike-odea,aaron-rutledge,TFN,0.7804209535106738,0.2058823529411765,0.18421921426213272,Weeplace
7,mike-odea,sahu-habibi,TFN,0.7867089317916847,0.2181372549019608,0.20435787388577087,Weeplace
8,mike-odea,anita-brooklynbybike-singh,TFN,0.7677527203044267,0.2536764705882353,0.24958732254869595,Weeplace
9,mike-odea,greg-clayman,TFN,0.7731337016908938,0.2598039215686275,0.2591614394189501,Weeplace
10,mike-odea,conrad,TFN,0.7801011017874513,0.2683823529411765,0.26741498844503137,Weeplace
1,mike-street,thefatapple,TFN,0.20903825874394355,0.10902255639097744,0.062056737588652475,Weeplace
2,mike-street,david-ambrose,TFN,0.3087161266261483,0.13721804511278196,0.0948581560283688,Weeplace
3,mike-street,dario-meli,TFN,0.4052577027428277,0.16729323308270674,0.13120567375886524,Weeplace
4,mike-street,andy-morris,TFN,0.565084778632366,0.17669172932330826,0.14627659574468085,Weeplace
5,mike-street,ron-kavanaugh,TFN,0.6141235569393545,0.2161654135338346,0.17553191489361702,Weeplace
6,mike-street,nichelle-stephens,TFN,0.6306997215832092,0.22180451127819548,0.1879432624113475,Weeplace
7,mike-street,sanford-dickert,TFN,0.6404724122206409,0.2274436090225564,0.19858156028368795,Weeplace
8,mike-street,kalimah-priforce,TFN,0.6888912699666832,0.2330827067669173,0.21365248226950356,Weeplace
9,mike-street,yuliya-wwwimdbmeyuliya,TFN,0.6891609115479249,0.2349624060150376,0.2154255319148936,Weeplace
10,mike-street,jesse-thomas,TFN,0.6945332908863046,0.2387218045112782,0.22163120567375885,Weeplace
1,mikey-il,sarah-cooley,TFN,0.1787320958958735,0.06993736951983298,0.03645320197044335,Weeplace
2,mikey-il,jesse-middleton,TFN,0.4261333080981207,0.12943632567849686,0.09326765188834156,Weeplace
3,mikey-il,tom-milewski,TFN,0.6230364384985458,0.1732776617954071,0.13530377668308702,Weeplace
4,mikey-il,ben-kessler,TFN,0.6736052242519652,0.2171189979123173,0.19047619047619047,Weeplace
5,mikey-il,jed-singer,TFN,0.7116253630942829,0.26931106471816285,0.2558292282430213,Weeplace
6,mikey-il,mark-burstiner,TFN,0.7155213727766925,0.2776617954070981,0.2725779967159277,Weeplace
7,mikey-il,mark-schoneveld,TFN,0.7632635880277736,0.2922755741127349,0.29786535303776684,Weeplace
8,mikey-il,chrissy-rockwell,TFN,0.7976943289260792,0.3100208768267224,0.3359605911330049,Weeplace
9,mikey-il,powen-shiah,TFN,0.7880137737362184,0.35386221294363257,0.4233169129720854,Weeplace
10,mikey-il,chris-atkins5,TFN,0.7884410915979634,0.35386221294363257,0.4292282430213465,Weeplace
1,mikhail-geisherik,vlad-sitnikov,TFN,0.755438644108744,0.24074074074074076,0.4194194194194194,Weeplace
2,mikhail-geisherik,kirill-kobylianski,TFN,0.8526555017623335,0.28703703703703703,0.5965965965965966,Weeplace
3,mikhail-geisherik,yaroslav-smirnov,TFN,0.8807087551191833,0.3333333333333333,0.6536536536536537,Weeplace
4,mikhail-geisherik,korobkov,TFN,0.8778275537366457,0.4953703703703704,0.8798798798798799,Weeplace
5,mikhail-geisherik,pavel-kesada,TFN,0.8885266772965245,0.5555555555555556,0.971971971971972,Weeplace
6,mikhail-geisherik,tatiana-krasnova,TFN,0.8938418505651711,0.5648148148148148,1.085085085085085,Weeplace
7,mikhail-geisherik,sergey-dobrokhvalov,TFN,0.9013640996665699,0.5740740740740741,1.152152152152152,Weeplace
8,mikhail-geisherik,roman-tyshkovskiy,TFN,0.9164106256129596,0.5972222222222222,1.2152152152152151,Weeplace
9,mikhail-geisherik,marina-pustilnik,TFN,0.9266505967809942,0.6018518518518519,1.3013013013013013,Weeplace
10,mikhail-geisherik,pavel-kushelev,TFN,0.9350225065336714,0.6296296296296297,1.4174174174174174,Weeplace
1,miyako-kusuhano,tsubasa-a,TFN,0.4433261626431474,0.3235294117647059,0.3308823529411765,Weeplace
2,miyako-kusuhano,galaxie718,TFN,0.5321785659440539,0.3431372549019608,0.41544117647058826,Weeplace
3,miyako-kusuhano,unityan,TFN,0.5797510432942081,0.392156862745098,0.6709558823529411,Weeplace
4,miyako-kusuhano,ning_j,TFN,0.6205199941875871,0.4313725490196079,0.7683823529411765,Weeplace
5,miyako-kusuhano,takino473,TFN,0.6394658353120924,0.4411764705882353,0.8933823529411765,Weeplace
6,miyako-kusuhano,shio-ngu,TFN,0.6654542130360817,0.4411764705882353,1.0533088235294117,Weeplace
7,miyako-kusuhano,caesium133,TFN,0.6760804094312951,0.4705882352941176,1.1838235294117647,Weeplace
8,miyako-kusuhano,nya-buro-kisaragi,TFN,0.6697325520166404,0.5,1.3492647058823528,Weeplace
9,miyako-kusuhano,k000001,TFN,0.7052137998238467,0.5,1.4834558823529411,Weeplace
10,miyako-kusuhano,noja,TFN,0.7112526614772963,0.5,1.5974264705882353,Weeplace
1,mohit-santram,donny-tsang,TFN,0.5250442002016463,0.2158859470468432,0.21217712177121767,Weeplace
2,mohit-santram,phaedra-riley,TFN,0.6267197220309986,0.2708757637474542,0.32287822878228783,Weeplace
3,mohit-santram,tom-a2,TFN,0.6749622041400241,0.3136456211812627,0.3496309963099631,Weeplace
4,mohit-santram,alex-rainert,TFN,0.8135185178947971,0.3890020366598778,0.470479704797048,Weeplace
5,mohit-santram,corrine-brown,TFN,0.8313499231695342,0.3971486761710794,0.4935424354243542,Weeplace
6,mohit-santram,karen-bonna-rainert,TFN,0.8630063695870787,0.4134419551934827,0.6051660516605166,Weeplace
7,mohit-santram,dave-skaff,TFN,0.8914910367127945,0.4195519348268839,0.6383763837638377,Weeplace
8,mohit-santram,marc-covitz,TFN,0.9265604873301504,0.4419551934826884,0.6909594095940961,Weeplace
9,mohit-santram,chris-cummings,TFN,0.9462485642462116,0.4663951120162933,0.7407749077490775,Weeplace
10,mohit-santram,michael-delgaudio,TFN,0.9495531402649132,0.4684317718940937,0.7583025830258303,Weeplace
1,mplstv,john-wallace6,TFN,0.3135758224587144,0.2377049180327869,0.2728551336146273,Weeplace
2,mplstv,erik-hess,TFN,0.7462838753435688,0.319672131147541,0.5752461322081576,Weeplace
3,mplstv,conner-mccall,TFN,0.8712478296918276,0.38524590163934425,0.8213783403656821,Weeplace
4,mplstv,zachariah-schaap,TFN,0.9310374453754284,0.4398907103825137,1.0028129395218002,Weeplace
5,mplstv,eric-petersen,TFN,0.8947520116144384,0.4781420765027322,1.2419127988748242,Weeplace
6,mplstv,adam-bezdicek,TFN,0.9350455558860477,0.4890710382513661,1.4050632911392404,Weeplace
7,mplstv,patrick-stephenson,TFN,0.9513485019282932,0.4918032786885246,1.5232067510548524,Weeplace
8,mplstv,krista-s1,TFN,0.9822285767269924,0.505464480874317,1.6849507735583684,Weeplace
9,mplstv,marrina,TFN,1.012267357074878,0.5245901639344263,1.8509142053445848,Weeplace
10,mplstv,chase-turner,TFN,1.0282544234669464,0.5355191256830601,2.0450070323488045,Weeplace
1,nan-palmero,bobby-freeman,TFN,0.4809837020426243,0.11716171617161715,0.1138328530259366,Weeplace
2,nan-palmero,alan-weinkrantz,TFN,0.525010329778954,0.16831683168316833,0.1585014409221902,Weeplace
3,nan-palmero,becky-jacobs,TFN,0.651887534000105,0.22112211221122116,0.21613832853025933,Weeplace
4,nan-palmero,saul-colt,TFN,0.6653943840060075,0.2541254125412541,0.24351585014409224,Weeplace
5,nan-palmero,kenji-onozawa,TFN,0.6689138164390556,0.2623762376237624,0.2487992315081652,Weeplace
6,nan-palmero,ana-flores,TFN,0.6777687941097014,0.297029702970297,0.29010566762728146,Weeplace
7,nan-palmero,sean-loyless,TFN,0.6865522315049293,0.30363036303630364,0.3021133525456292,Weeplace
8,nan-palmero,jeff-winstead,TFN,0.6903976600354631,0.3085808580858086,0.3102785782901057,Weeplace
9,nan-palmero,red-bull,TFN,0.6918403611139669,0.3151815181518152,0.31316042267050914,Weeplace
10,nan-palmero,ryan-odonnell,TFN,0.6920868559896043,0.31683168316831684,0.3165225744476465,Weeplace
1,nate-bolt,micah-saul,TFN,0.15176828643488244,0.15274949083503056,0.10414902624894158,Weeplace
2,nate-bolt,maya-baratz,TFN,0.3396781017989739,0.28105906313645623,0.2514817950889077,Weeplace
3,nate-bolt,ryan-king,TFN,0.4520633657800836,0.34623217922606925,0.3852667231160034,Weeplace
4,nate-bolt,keith-robinson,TFN,0.6287011693467082,0.4032586558044807,0.5453005927180355,Weeplace
5,nate-bolt,manlio-lo-conte,TFN,0.6696469327709186,0.4175152749490835,0.6367485182049111,Weeplace
6,nate-bolt,dean-faustman,TFN,0.6797582129531646,0.4358452138492872,0.7358171041490262,Weeplace
7,nate-bolt,michael-burkett,TFN,0.6988975342859505,0.4460285132382892,0.7705334462320068,Weeplace
8,nate-bolt,michael-owens,TFN,0.7033350219670642,0.4562118126272913,0.8382726502963591,Weeplace
9,nate-bolt,timoni-grone,TFN,0.7012635553678483,0.4663951120162933,0.9314140558848434,Weeplace
10,nate-bolt,kenneth-berger,TFN,0.7220558833370418,0.4765784114052953,0.987298899237934,Weeplace
1,nate-folkert,michelle-neuringer,TFN,1.0170301793352774,0.04129554655870445,0.0416243654822335,Weeplace
2,nate-folkert,siobhan-quinn,TFN,0.9337791124195529,0.07004048582995953,0.09969543147208122,Weeplace
3,nate-folkert,david-villarreal,TFN,0.9573858877702268,0.07651821862348178,0.12568527918781727,Weeplace
4,nate-folkert,daniel-salinas,TFN,0.956768159611252,0.08421052631578947,0.13705583756345174,Weeplace
5,nate-folkert,alex-rainert,TFN,0.9714773189355864,0.10647773279352228,0.18355329949238575,Weeplace
6,nate-folkert,matt-healy,TFN,0.9995597334889368,0.1165991902834008,0.20426395939086292,Weeplace
7,nate-folkert,dolapo-falola,TFN,1.0084765799164177,0.12510121457489878,0.21786802030456853,Weeplace
8,nate-folkert,anna-frenkel,TFN,1.008202433092823,0.1340080971659919,0.2548223350253807,Weeplace
9,nate-folkert,david-w4,TFN,1.0188034661616767,0.13643724696356274,0.2629441624365482,Weeplace
10,nate-folkert,evan-cohen,TFN,1.0293675291295252,0.13846153846153847,0.2743147208121827,Weeplace
1,nathan-folkman,justin-moore,TFN,0.4214546253722515,0.11735537190082646,0.09487302347867753,Weeplace
2,nathan-folkman,jason-liszka,TFN,0.5376599937336908,0.18512396694214875,0.2022041207474844,Weeplace
3,nathan-folkman,dens,TFN,0.6542046820896125,0.32066115702479336,0.38763775754671775,Weeplace
4,nathan-folkman,kushal-dave,TFN,0.6816596771578746,0.3471074380165289,0.4504072831816004,Weeplace
5,nathan-folkman,tony-haile,TFN,0.7185086712501145,0.371900826446281,0.5088643986583613,Weeplace
6,nathan-folkman,kristin-maverick,TFN,0.7532619879821024,0.44958677685950416,0.6181121226641112,Weeplace
7,nathan-folkman,tim-vetter,TFN,0.764914217409008,0.4710743801652893,0.7211308097747964,Weeplace
8,nathan-folkman,anna-frenkel,TFN,0.7774210822943005,0.4942148760330578,0.8457115476760901,Weeplace
9,nathan-folkman,indira-vaidy,TFN,0.8900829012282313,0.5537190082644629,0.9448969813128894,Weeplace
10,nathan-folkman,jon-steinberg,TFN,0.9079106929490972,0.5619834710743802,1.0210828941063728,Weeplace
1,nick-bilton,dens,TFN,0.14825769538209674,0.2420262664165103,0.20182648401826486,Weeplace
2,nick-bilton,alex-rainert,TFN,0.5992569371760812,0.3527204502814259,0.3488584474885845,Weeplace
3,nick-bilton,karen-bonna-rainert,TFN,0.6723679532264211,0.38649155722326456,0.4657534246575342,Weeplace
4,nick-bilton,alli,TFN,0.7351663677027417,0.4202626641651032,0.5954337899543379,Weeplace
5,nick-bilton,summer-bedard,TFN,0.7632306676480376,0.4427767354596623,0.6584474885844749,Weeplace
6,nick-bilton,tikva-morowati,TFN,0.7868779024635856,0.4878048780487805,0.7589041095890411,Weeplace
7,nick-bilton,michael-milberger,TFN,0.8209617120295752,0.5178236397748592,0.8611872146118722,Weeplace
8,nick-bilton,kati-london,TFN,0.8374158948274394,0.5309568480300187,0.8968036529680365,Weeplace
9,nick-bilton,david-gallagher,TFN,0.8949186196023519,0.5572232645403377,0.9625570776255707,Weeplace
10,nick-bilton,zach-klein,TFN,0.9214371230761992,0.5722326454033771,1.0255707762557078,Weeplace
1,nick-douglas,caroline-mccarthy,TFN,0.09718690374454733,0.18951612903225806,0.1760355029585799,Weeplace
2,nick-douglas,brian-stelter,TFN,0.4181888881380412,0.2594086021505376,0.3010355029585799,Weeplace
3,nick-douglas,soup-soup,TFN,0.5386256484019004,0.28897849462365593,0.360207100591716,Weeplace
4,nick-douglas,jason-shellen,TFN,0.5681571235866364,0.29435483870967744,0.3853550295857988,Weeplace
5,nick-douglas,tim-shey,TFN,0.6496684913476414,0.3198924731182796,0.4526627218934911,Weeplace
6,nick-douglas,brian-van-nieuwenhoven,TFN,0.7821043774873071,0.3629032258064516,0.5628698224852071,Weeplace
7,nick-douglas,lockhart-steele,TFN,0.8205949320496908,0.3709677419354839,0.6442307692307693,Weeplace
8,nick-douglas,nick-bilton,TFN,0.8973158699313453,0.396505376344086,0.7263313609467456,Weeplace
9,nick-douglas,mike-hudack,TFN,0.9394544701914046,0.4059139784946236,0.7721893491124259,Weeplace
10,nick-douglas,caroline-donaghy,TFN,0.9970048350440256,0.4206989247311828,0.8276627218934911,Weeplace
1,nico-lumma,daniel-dobrich,TFN,0.31008423580909034,0.13711583924349882,0.1390922401171303,Weeplace
2,nico-lumma,corinna-jaensch,TFN,0.4065103880406227,0.16312056737588654,0.19472913616398246,Weeplace
3,nico-lumma,tina-duller,TFN,0.6181505893193202,0.20567375886524825,0.28989751098096633,Weeplace
4,nico-lumma,kevin-dykes,TFN,0.6397341739924488,0.21513002364066194,0.3096632503660322,Weeplace
5,nico-lumma,sebastian-keil,TFN,0.6961849549012837,0.26004728132387706,0.35651537335285505,Weeplace
6,nico-lumma,wolfgang-luenenbuerger,TFN,0.6977477735810286,0.3002364066193853,0.4648609077598829,Weeplace
7,nico-lumma,andreas-cappell,TFN,0.6990230863024407,0.3049645390070922,0.4692532942898976,Weeplace
8,nico-lumma,markus-stein,TFN,0.7135452530791312,0.30969267139479906,0.5300146412884333,Weeplace
9,nico-lumma,miss-shoppingverse,TFN,0.7283857728549463,0.3215130023640662,0.5819912152269399,Weeplace
10,nico-lumma,jeremy-abbett,TFN,0.7415820526014609,0.33569739952718675,0.6200585651537335,Weeplace
1,nicole-dcruz,andrea-chiu,TFN,0.33147253206137023,0.2011173184357542,0.19369369369369369,Weeplace
2,nicole-dcruz,laura-muirhead,TFN,0.5674994954173155,0.2960893854748604,0.3502252252252252,Weeplace
3,nicole-dcruz,cheryl-howard,TFN,0.6698332252194271,0.3324022346368715,0.420045045045045,Weeplace
4,nicole-dcruz,kurt-gooden,TFN,0.736500506576995,0.3715083798882682,0.4740990990990991,Weeplace
5,nicole-dcruz,adam-schwabe,TFN,0.7740618155270937,0.4134078212290503,0.5675675675675675,Weeplace
6,nicole-dcruz,thomas-kenny,TFN,0.7804037519653709,0.4189944134078212,0.579954954954955,Weeplace
7,nicole-dcruz,chris-luckhardt,TFN,0.7990402278722388,0.4329608938547486,0.5957207207207207,Weeplace
8,nicole-dcruz,aidan-nulman,TFN,0.808007991538423,0.4357541899441341,0.6058558558558559,Weeplace
9,nicole-dcruz,scott-cormier,TFN,0.8238354652529365,0.4441340782122905,0.625,Weeplace
10,nicole-dcruz,carol-levesque,TFN,0.8289796968316234,0.4441340782122905,0.6373873873873874,Weeplace
1,octavio-maron,michell-zappa,TFN,0.5037666496787528,0.13443830570902393,0.09929356357927786,Weeplace
2,octavio-maron,deny-batista,TFN,0.8564101678402373,0.20257826887661146,0.17425431711145994,Weeplace
3,octavio-maron,rodrigo-zannin,TFN,0.7985402593013516,0.29281767955801097,0.2551020408163265,Weeplace
4,octavio-maron,danny-zappa,TFN,0.8161970585913276,0.31307550644567217,0.28414442700156983,Weeplace
5,octavio-maron,carlos-merigo,TFN,0.8381732326307372,0.3462246777163904,0.3390894819466248,Weeplace
6,octavio-maron,luiz-yassuda,TFN,0.8290076767679646,0.3701657458563536,0.3748037676609105,Weeplace
7,octavio-maron,will-prestes,TFN,0.8470843595562604,0.3996316758747698,0.4097331240188383,Weeplace
8,octavio-maron,bia-granja,TFN,0.8557073452013817,0.4125230202578269,0.4321036106750393,Weeplace
9,octavio-maron,guimel-salgado,TFN,0.8577159865650064,0.4162062615101289,0.4552590266875981,Weeplace
10,octavio-maron,alexandre-fonseca7,TFN,0.8693863660094265,0.4493554327808472,0.5098116169544741,Weeplace
1,owen-thomas,michael-celiceo,TFN,0.1236217917508132,0.08486238532110092,0.018717642373556352,Weeplace
2,owen-thomas,diane-bisgeier,TFN,0.3145003550019944,0.1444954128440367,0.04978096375945838,Weeplace
3,owen-thomas,andrew-mager,TFN,0.3198626451254104,0.19495412844036694,0.08004778972520908,Weeplace
4,owen-thomas,tony-obregon,TFN,0.3352472266621356,0.21100917431192664,0.09438470728793308,Weeplace
5,owen-thomas,tom-coates,TFN,0.3886355297113025,0.22706422018348624,0.10354440461967344,Weeplace
6,owen-thomas,ryan-spoon,TFN,0.393807846294258,0.22706422018348624,0.1111111111111111,Weeplace
7,owen-thomas,david-rusenko,TFN,0.4104760601121634,0.22935779816513766,0.11668657905217045,Weeplace
8,owen-thomas,josh-lowensohn,TFN,0.41555477424564097,0.2362385321100917,0.12425328554360812,Weeplace
9,owen-thomas,sanford-dickert,TFN,0.4199665213283592,0.2408256880733945,0.13102349661489446,Weeplace
10,owen-thomas,sean-percival,TFN,0.4212166710111381,0.2408256880733945,0.1342094782954998,Weeplace
1,patrick-simkins,david-vogeleer,TFN,0.4830267315881799,0.136986301369863,0.16165951359084407,Weeplace
2,patrick-simkins,emily-eldridge,TFN,0.5675252428473703,0.1678082191780822,0.357653791130186,Weeplace
3,patrick-simkins,mac,TFN,0.5411616380851482,0.2636986301369863,0.6738197424892703,Weeplace
4,patrick-simkins,rye-clifton,TFN,0.6919576369403807,0.2876712328767123,0.7610872675250357,Weeplace
5,patrick-simkins,ron-villacarillo,TFN,0.7467179997864222,0.3595890410958904,0.9799713876967096,Weeplace
6,patrick-simkins,kwee,TFN,0.7593887769753386,0.3732876712328767,1.1645207439198857,Weeplace
7,patrick-simkins,trent-patterson,TFN,0.8004401336539138,0.4143835616438356,1.2832618025751072,Weeplace
8,patrick-simkins,kevin-power,TFN,0.8151856187172748,0.4178082191780822,1.4048640915593704,Weeplace
9,patrick-simkins,lee-remias,TFN,0.8299069139401577,0.4178082191780822,1.4606580829756797,Weeplace
10,patrick-simkins,seema-naik,TFN,0.8390746643479278,0.4212328767123288,1.5121602288984264,Weeplace
1,paul-stamatiou,krystyl-b,TFN,0.2979198269751097,0.29720853858784896,0.17438364401683706,Weeplace
2,paul-stamatiou,akshay-dodeja,TFN,0.35669372445242337,0.3251231527093596,0.2092603728202045,Weeplace
3,paul-stamatiou,lance-weatherby,TFN,0.6138855784882414,0.4039408866995074,0.31870114251352977,Weeplace
4,paul-stamatiou,kyle-neath,TFN,0.6489464668627938,0.4302134646962233,0.3607937462417318,Weeplace
5,paul-stamatiou,brandon-sheats,TFN,0.7086613187470306,0.4696223316912972,0.44137101623571856,Weeplace
6,paul-stamatiou,ashley-smith2,TFN,0.7188668785570868,0.4876847290640394,0.4798556825015033,Weeplace
7,paul-stamatiou,mario-sundar,TFN,0.7348655783906287,0.4926108374384237,0.5129284425736621,Weeplace
8,paul-stamatiou,ben-parr,TFN,0.7494603557505772,0.5238095238095238,0.5778713168971737,Weeplace
9,paul-stamatiou,brandon-eley,TFN,0.7556207488347317,0.5287356321839081,0.6025255562236921,Weeplace
10,paul-stamatiou,chris-hutchins,TFN,0.764194905026761,0.5320197044334976,0.639807576668671,Weeplace
1,paull-young,rose-ahn,TFN,0.2528662408896053,0.08928571428571429,0.09165808444902164,Weeplace
2,paull-young,robin-decato,TFN,0.3189276656607269,0.1020408163265306,0.11637487126673532,Weeplace
3,paull-young,mallory-dash,TFN,0.3290698666817471,0.10714285714285714,0.13285272914521112,Weeplace
4,paull-young,aaron-uhrmacher,TFN,0.4216316759973696,0.14285714285714285,0.15859938208032956,Weeplace
5,paull-young,rupa-naipaul,TFN,0.6000289139000101,0.16581632653061226,0.17816683831101954,Weeplace
6,paull-young,collin-douma,TFN,0.6152053677510831,0.17346938775510204,0.1884654994850669,Weeplace
7,paull-young,toby-daniels,TFN,0.6891173481838706,0.21173469387755106,0.22451081359423275,Weeplace
8,paull-young,megan-soto,TFN,0.6907474009634129,0.21428571428571427,0.2255406797116375,Weeplace
9,paull-young,stephen-collins,TFN,0.6907625665952483,0.21683673469387754,0.2276004119464469,Weeplace
10,paull-young,laurence-borel,TFN,0.6922520956580311,0.22193877551020408,0.22966014418125644,Weeplace
1,peter-cortez,joe-sayaman,TFN,0.19802731677448546,0.2307692307692308,0.1303538175046555,Weeplace
2,peter-cortez,daniel-bremmer,TFN,0.4581647046440964,0.3146853146853147,0.2169459962756052,Weeplace
3,peter-cortez,albert-ocampo,TFN,0.7023751710075054,0.38461538461538464,0.4804469273743017,Weeplace
4,peter-cortez,brian-tafel,TFN,0.7368870348081963,0.3962703962703963,0.5102420856610801,Weeplace
5,peter-cortez,rebekah-ahn,TFN,0.7516934553799852,0.4125874125874126,0.537243947858473,Weeplace
6,peter-cortez,jack-cheng,TFN,0.7790387759232148,0.4289044289044289,0.5847299813780261,Weeplace
7,peter-cortez,b-k,TFN,0.7995235360936438,0.4475524475524476,0.6284916201117319,Weeplace
8,peter-cortez,luis-iglesias,TFN,0.8189134686043217,0.44988344988344986,0.6685288640595903,Weeplace
9,peter-cortez,ross-neumann,TFN,0.8271259959531839,0.4568764568764569,0.6955307262569832,Weeplace
10,peter-cortez,colleen-harlan,TFN,0.8333062030221043,0.4568764568764569,0.7206703910614525,Weeplace
